Kundnr,Flexplatsadress,Flexgrupp,Fraktion,Flextyp,Flexplats,Utförande utfört,Enhet körtur,Vikt körtur
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-01,Kg,24
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-01,Kg,25
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-01,Kg,23
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-08,Kg,26
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-08,Kg,24
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-08,Kg,34.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-08,Kg,0
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-15,Kg,12
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-15,Kg,14
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-15,Kg,28
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-22,Kg,16
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-22,Kg,25
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-22,Kg,24.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-22,Kg,22
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-29,Kg,37
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-29,Kg,19
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-29,Kg,19.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-29,Kg,34.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-07-29,Kg,0
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-05,Kg,31.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-05,Kg,27.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-05,Kg,23
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-05,Kg,0
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-12,Kg,38.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-12,Kg,21
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-12,Kg,0
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-19,Kg,35
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-19,Kg,8.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-19,Kg,41.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-26,Kg,34.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-26,Kg,38
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-08-26,Kg,19.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-02,Kg,7.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-02,Kg,27.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-02,Kg,23.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-02,Kg,0
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-09,Kg,18
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-09,Kg,22
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-09,Kg,31
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-16,Kg,25.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-16,Kg,10
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-16,Kg,11
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-16,Kg,26
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-16,Kg,0
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-23,Kg,33.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-23,Kg,31
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-23,Kg,29
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-09-30,Kg,0
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-07,Kg,18.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-07,Kg,32
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-07,Kg,26
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-07,Kg,0
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-14,Kg,43
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-14,Kg,20
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-14,Kg,20.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-14,Kg,30.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-21,Kg,33.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-21,Kg,22.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-21,Kg,12.5
560013612,Eklandagatan 41,Kärl,Restavfall,370 liter,115839,2025-10-21,Kg,26
